122,225,726,998,1225,1521,1532,1633,1825,1861,2224,2330,2559,2619,2822,3527,3664,3726,4088,4300,4386,4391,5413,5576,5666,5670,5712,5923,6233,6625,6637,6828,7099,7323,7426,8324,8809,8834,10003,10293,10306,10317,10587,11153,11432,11534,11649,11851,12390,12555,13042,13144,13344,13489,13797,14021,14113,14411,14513,14540,15009,15857,16017,16309,16752,17051
12,67,254,352,422,749,814,1193,1296,1649,1743,2361,2777,2989,3469,3474,3553,4288,4370,4612,4744,4853,5130,6181,6349,6475,7454,7699,7716,8004,8050,8109,8765,8830,9198,9361,9650,9783,10089,10494,10855,10931,11054,11103,11233,11312,11425,12382,13115,13734,14182,14228,14298,14348,14682,14683,14755,14758,14847,14931,15283,15903,16369,16545,17116,17400
8,11,148,229,508,559,1339,1547,2641,2824,2882,2938,3444,3515,3516,3650,3783,4120,4182,4185,4664,5041,5760,6060,6299,6670,6811,7522,7563,8098,8498,8703,8780,8837,9304,9497,10290,10615,11043,11586,11589,12066,12240,12596,12854,13074,13251,13295,13541,13633,14209,14451,14694,14710,15411,15476,15626,16063,16068,16234,16322,16476,16605,16644,16780,17574
253,627,912,1452,1796,1949,2255,2531,2693,2856,3449,3553,3576,3600,3945,4256,4478,4929,4950,5411,5420,5447,5857,6103,6118,6595,7144,7184,7307,7559,7667,7799,7970,8171,8195,8309,8656,9076,9176,9414,9794,9932,10566,10711,10845,11234,11393,11530,11846,12124,12187,12869,13086,13674,14006,14393,14985,15135,15329,15377,15663,15967,16254,16466,17164,17330
16,208,505,664,1076,1140,1208,1468,1738,1775,1854,2494,2626,3138,3474,3587,3761,3918,3927,4076,4131,4135,4437,4444,4461,4548,4621,5496,5798,6035,6272,6558,7665,7756,7780,7938,8007,8467,9354,9451,9452,9552,9651,9805,10224,10392,11086,11089,11476,11848,12501,12708,12777,12983,13105,13377,13716,13949,14196,15945,16017,16379,16509,16808,17157,17364
94,418,651,790,992,1025,1115,1241,2002,2233,2494,2521,2964,3363,4069,4566,4589,4642,5331,5515,5746,6500,6663,6826,7234,7320,7336,7807,7827,8590,8745,8748,10088,10274,10326,10470,10475,10644,11225,11382,11815,11883,12539,12715,13355,13434,13914,14657,14893,14894,14960,15337,15463,15669,15876,15915,15916,16074,16175,16212,16357,16515,16564,16696,16747,16934
233,829,835,1494,1676,2020,2851,2964,3120,3198,3319,3502,3545,3723,4129,4137,4415,4473,4733,4882,5396,5507,6151,6913,6973,7288,7761,7782,7807,8135,8169,8209,8464,8528,9232,9367,9964,10073,10094,10182,10520,10693,10697,10741,11017,11183,11194,11272,11402,12804,13602,14030,14993,15038,15346,15747,15754,15792,16114,16706,16741,16968,16986,17494,17535,17640
904,1237,2092,2181,2294,2303,2603,2807,2815,3005,3196,3239,3397,3500,3530,3669,3747,4170,4245,4251,4517,4537,4547,4552,4810,5173,5185,5309,6175,6279,6435,7032,7201,7500,7723,8433,9157,9235,10158,10848,11697,12275,12588,12670,12685,12927,13179,13214,13371,13772,13877,13950,14075,14139,15068,15087,15123,15308,15513,15749,16063,16718,16844,17157,17220,17238
253,422,1169,1389,1597,1655,2206,2230,2309,2358,2731,2847,3588,3750,4126,4514,4649,5482,5753,5770,6000,6474,6656,6685,6924,7053,7134,7166,7319,7585,7607,8203,8810,9169,9263,10328,10483,10520,10771,10893,11062,11221,11517,11886,12040,12125,12957,13073,13322,13323,13604,13727,14035,14402,14417,14714,14809,15084,15691,15751,15804,16726,16741,16960,17106,17663
268,316,807,1303,1682,2303,2339,2415,2771,2778,2886,3178,3255,3777,3802,4173,4209,4630,4751,4838,5005,5039,5173,5259,5430,5851,6114,6937,7074,7600,7681,7768,8425,8436,8567,8873,9287,9364,9397,9420,9578,9883,10305,10653,10776,10979,11224,11664,11848,12127,12254,12587,12865,13051,13186,13189,13484,14297,14996,15426,15833,16026,16453,16718,17467,17520
488,512,661,1129,1368,1571,1591,2286,2975,3030,3050,3557,3943,3983,4034,4418,4835,4876,4973,5207,5401,5781,5845,5858,6056,6567,6591,6733,6883,8813,8914,9311,9988,10214,10246,10306,10419,10502,10548,10825,10945,11539,11971,12423,12462,12886,13114,13124,13141,13224,13302,14618,14649,14773,15537,15796,15892,16206,16217,16548,16679,17159,17166,17218,17372,17653
323,1109,1215,1536,1614,1765,2402,2411,2523,2702,3362,3494,3571,4173,4807,5229,5709,5826,6347,6525,6556,6628,6787,7032,7066,7450,7708,7995,8147,8331,8355,8404,8674,8701,8750,8789,8856,8999,9949,10743,10744,10849,10884,11666,11770,12329,12355,12491,12526,12589,13007,13083,13108,13264,13625,13653,14103,14637,14965,15263,15593,15807,16001,16273,16593,17112
235,543,956,1358,1774,1818,2504,2905,3665,3830,3892,3948,4322,4406,5580,5805,6037,6169,6396,7071,7265,7467,7588,7642,7894,8327,8664,9129,9475,9616,9647,9799,9950,10111,10338,10481,10611,10749,10930,11631,11678,12261,12282,12326,12422,12434,12509,12791,12798,13315,13990,14470,14733,15017,15062,15207,15400,15428,15562,15820,16402,16551,16701,17158,17512,17583
562,638,655,829,1015,1118,1470,1875,2272,2620,2658,2764,3056,3253,3259,3261,3436,3602,4532,5356,6055,6336,6342,6779,6905,7255,7618,7933,8402,8824,9014,9268,9459,9682,10847,10877,11131,11226,11335,11405,11616,12286,12765,12796,13195,13546,13601,13882,14123,14135,14360,14420,14615,14699,14981,15032,15464,15812,15894,16322,16429,16466,16725,16784,17139,17369
86,343,350,399,897,978,1091,1734,2003,2231,2275,2325,2347,2423,3029,3232,3580,3652,3956,4015,4217,4472,4478,4909,4948,5158,6195,6539,6715,6816,7401,7426,7649,8010,9000,9602,9772,9932,9937,10028,10102,10118,10164,10205,10242,10332,10483,10518,10539,10666,11339,11944,11954,12686,12849,13100,14538,14923,15055,15579,15684,15942,16360,16536,16731,17104
99,337,392,861,1038,1743,2042,2059,2236,2633,2883,3185,3786,4029,4730,5563,5720,5921,6010,7047,7050,7458,7492,7575,7983,8065,8098,8223,8252,8271,8300,8647,9260,9507,9742,9833,10283,10558,11081,11220,11774,12085,12117,12447,12621,13599,13798,14115,14222,14296,14341,14370,14501,14651,15256,15348,15665,15827,15967,16021,16581,16655,16683,16802,17309,17333
706,776,801,1098,1289,1325,1379,2255,2330,2485,2898,3166,3603,3973,4017,4180,4235,4346,4464,4542,5504,5555,5609,5809,5820,5827,5913,5990,6100,6198,6327,6369,6644,7425,7652,7802,7850,8074,8092,8774,8953,9428,10459,10677,11026,11078,11386,11597,11780,12367,12390,12838,13150,13759,14086,14604,14629,14950,14990,15698,15830,16535,16861,16862,17115,17197
57,143,301,605,678,808,982,993,1903,2196,2197,2648,3288,3841,4199,4321,4361,4642,4955,5000,5052,5389,5485,5506,5710,5754,6934,7190,8283,8443,8842,8917,8925,9366,9487,9985,10042,10174,10183,10531,11151,11402,11654,11688,12090,12391,12634,13036,13135,13399,13728,13963,13996,14066,14069,14085,14284,14509,14739,14837,14939,15047,15269,16352,16627,16736
498,582,811,991,1013,1403,1412,2211,2632,2870,2909,2990,3171,3389,4160,4213,4305,4319,4469,4531,5144,5351,5750,5775,5926,6487,6941,6975,7066,7148,7152,7210,7217,8384,8495,8521,8539,8849,8851,9822,10419,11309,11371,11427,11454,11560,11607,12272,12339,12509,12525,12578,13606,13869,14280,14489,14574,14646,14959,15283,15934,16212,16498,16605,17473,17534
83,200,1188,1394,1638,1720,2171,2288,2508,2686,2903,2909,3144,3225,3373,3556,4687,4755,5456,5463,5842,6176,6362,7202,7489,7548,7725,7743,7995,8512,8621,8751,9351,9927,9938,11120,11461,11948,12165,12307,12393,12571,12609,12998,13161,13971,14609,14613,14865,14895,14993,15283,15410,15584,16153,16250,16357,16660,16746,16833,16922,16937,17107,17199,17278,17330
217,1452,1803,1884,2188,2976,3584,3795,3836,3958,5190,6260,6263,6481,7024,7092,7130,7461,7814,7880,7964,8694,8771,9078,9401,9991,10032,10134,10205,10224,10502,10646,10940,10994,11265,11958,11972,12272,12794,12851,12856,12997,13226,13346,13474,13568,13685,13806,14000,14495,14767,14833,14863,15071,15089,15253,15663,15759,15897,16326,16392,16501,16856,16985,17001,17452
1259,1484,1589,2466,2793,2860,3038,4160,4198,4546,4726,5417,5729,6145,6579,6714,6957,7062,7422,7816,8029,8069,8190,8525,8873,8986,9322,9835,9967,10195,10405,11063,11165,11876,11901,11942,11964,12103,12419,12631,12896,13034,13065,13115,13166,13296,13306,13432,13486,13694,13800,14297,14390,14538,14738,14885,15029,15617,15826,16417,16556,16975,17142,17209,17212,17368
603,649,1126,1221,1233,1529,1851,2032,2174,3391,3772,3890,3977,4095,4294,4463,4545,4703,5105,5661,5732,5778,5885,5920,6031,6167,6223,6328,6606,6713,6794,7298,8093,8287,9318,10060,10095,10265,10437,10473,10639,11060,11241,11436,11471,11515,12255,12355,12911,13004,13196,13745,13900,13993,14416,14602,15255,15684,16302,16559,16606,16661,16682,16964,17299,17380
116,188,291,711,766,881,1063,1131,1190,2213,3024,3132,3187,3243,4089,4524,4550,4702,5212,5484,5547,5706,6329,6956,7054,7396,7572,7836,8074,8291,8462,9114,9161,9178,9879,10378,10421,10425,10762,11025,11394,11487,12459,13035,13808,14305,14761,14788,14794,14850,15000,15022,15150,15336,15439,15484,16012,16176,16215,16362,16431,17051,17084,17289,17623,17663
60,86,542,881,1067,1580,1668,1732,1842,2566,2886,3347,3348,3689,3856,4084,4128,4381,4401,4758,4841,5047,5173,6104,6648,6768,7205,7506,7636,8481,8769,8811,9112,9351,9630,10056,10312,10655,10961,11419,11611,11951,12334,12538,12713,13296,13318,13405,13488,13785,13830,13907,14355,14454,14498,14794,14802,14810,15007,15634,16029,16051,16062,16260,17228,17258
13,62,729,908,992,1186,1660,1937,2372,2775,2852,2916,3042,3318,3383,3690,3724,3996,4087,4526,4733,4968,5034,5294,5431,5768,5903,6136,6559,7256,7391,8021,8183,8389,8452,8945,9105,9129,9651,9835,10715,10939,11383,11507,11808,12112,12229,12824,12951,13183,13353,13713,13745,14604,14786,14909,15003,15239,15511,15746,16413,16694,17143,17261,17447,17658
488,809,1208,1233,1821,1845,1851,2952,2972,3206,3290,3325,3563,4441,4617,4802,5286,5314,5349,5400,6529,6532,6643,6847,6862,7293,7723,8336,8397,8635,8660,8799,8900,8955,9341,9576,9605,9780,10202,10253,10541,10785,10957,11250,11675,12146,12436,12588,12647,12773,13198,13669,14254,14553,15488,15620,16736,16781,16861,16942,16990,17079,17127,17178,17580,17649
77,123,234,627,1709,1741,2418,2594,3177,3259,3637,3805,3811,4142,4209,4372,4669,4889,4910,5545,5550,5703,5784,6054,7807,7908,7950,8107,8395,8977,9059,9355,9370,9969,10310,10466,10509,10566,10670,10855,11015,11159,11162,11167,11249,11332,11674,11780,11942,11964,12684,12707,12915,13111,13207,13365,14029,14477,15113,15336,15727,15989,16427,16437,16513,17647
456,466,610,805,889,1855,1947,1977,2142,2430,3037,3270,3328,3874,4012,4045,4307,4319,4362,5102,5178,5278,6340,6381,6513,6592,7296,8327,8544,8954,9244,9312,9575,9613,9797,9820,10047,10821,11011,11439,11526,11550,11783,11838,11868,12813,12856,13154,13895,14014,14029,14204,14387,14421,14546,14582,14806,14879,15017,16023,16231,16379,16566,16745,17428,17657
111,131,172,283,491,524,630,923,3027,3476,3862,3877,4481,4602,4652,5082,5241,5244,5372,5697,5933,6343,6947,7145,7250,8345,8477,8653,8675,8752,8782,8942,9152,9360,9722,9752,9847,10071,10145,10588,11521,11679,12107,12191,12400,12607,12724,12809,13113,13200,13352,13459,14346,14409,14676,15120,15404,15523,15564,15730,15974,15991,16096,16290,16700,16916
100,358,420,1060,1116,1413,1546,1571,1625,1722,1902,1980,2383,2682,2807,3575,4029,4201,4563,5044,5284,6240,6417,7073,7229,7290,7511,7519,8107,8165,8200,8810,9935,10311,10382,10619,10753,10782,10830,10860,11141,11198,11524,11928,11945,12009,12048,12055,12104,12166,12276,12390,12450,13052,13390,13496,13886,14225,14330,14908,15057,15102,16329,16969,17339,17375
70,150,185,219,334,978,1287,2024,2060,2123,2382,2494,2512,2626,2634,2977,3678,3862,3881,4220,4296,4335,4355,4453,5008,5592,5635,5835,5894,6864,6866,7024,7416,7835,7843,8271,8640,8821,8871,9473,10166,10197,10371,10463,11013,11274,11373,11822,12065,12618,13325,13369,13580,13859,14072,14666,14792,15036,15566,15656,15761,16545,17176,17333,17354,17631
18,388,466,609,988,1013,1254,1671,1787,2067,2549,3515,3632,4279,4426,4566,4623,4796,5399,5445,5754,5921,5943,6332,6830,7048,7615,7676,7714,7799,7895,7899,7989,8961,9207,9356,9478,9669,10495,10600,10882,11125,11695,11742,12007,12106,12147,12623,12668,12685,12692,12734,12832,12903,12922,12937,13345,14166,14239,15147,15177,15580,16083,16307,16383,16663
194,375,752,1241,1249,1640,2117,2218,2640,2680,2973,3546,3568,4058,4067,4073,4139,4571,4765,5205,5208,5290,5319,5566,5628,5701,6045,6205,6686,6715,6797,7454,7605,7997,8037,8331,8457,8724,8898,8979,9345,9807,9950,10021,10164,10218,11504,12060,12070,12284,12431,12788,13001,13153,13169,13605,13784,14262,14738,14766,14822,15097,16490,16992,17383,17530
531,680,894,1082,1465,2060,2171,2233,2367,2639,2661,3144,3705,4067,4458,4483,4628,4835,5116,5434,5701,5760,5875,6001,6136,6574,7412,7593,8161,8222,8227,8409,8484,8719,9427,9586,9686,9699,9840,9952,10040,10053,10309,11025,11282,11795,11813,11869,11975,12415,12665,12697,13902,14074,14382,14494,15230,15259,15492,16239,16400,16446,16592,17054,17329,17536
41,244,426,585,1075,1098,1124,1147,1480,2047,2071,2731,2804,2987,3757,3994,4060,4412,4669,4781,4938,5216,5542,5637,5649,5978,6603,6703,7139,7897,8344,8354,8581,8783,8970,9613,9950,10305,10693,11078,11277,11580,12130,12171,12286,12333,12353,12410,12616,12654,12921,12990,13327,13548,14794,14921,14954,15225,15976,16380,16736,16808,17254,17494,17569,17668
110,244,288,374,551,579,629,1349,1448,1535,1749,2456,2828,2855,2914,3058,3308,3433,3511,3585,3803,4777,4905,4907,4944,5642,6918,7867,8035,8119,8215,8996,9073,9472,9593,9831,9946,10032,10165,10742,11137,11150,11399,12392,12790,12979,13148,13268,13466,13582,13594,13698,14050,14128,14203,14299,14507,15194,15686,15851,16640,16855,17124,17217,17373,17543
111,415,461,1270,1286,1797,1821,2016,2204,2339,2625,2644,3122,3554,3604,3862,3975,4730,4733,5235,5288,5291,5361,5846,6084,6228,6301,6317,7578,7724,8232,8772,9447,9718,10203,10561,10976,11165,11259,11363,11380,11438,11452,11558,11655,11777,12347,12422,12426,12607,13773,13870,14266,14295,14380,14401,14545,14819,15302,15418,15672,15847,16862,17388,17482,17636
369,515,788,1169,1614,2026,2491,2606,2676,2995,2998,4035,4216,4846,4947,5124,5239,5255,5384,5479,5967,6054,6214,6345,6459,6765,7097,7219,7995,8106,8279,8733,9238,9394,9434,9824,10146,10432,10702,11033,11087,11092,12276,12314,12677,12698,12955,13197,13736,13928,14583,14718,14782,15159,15352,15362,15618,15748,16056,16079,16257,16390,16529,16557,17394,17632
36,57,491,564,583,654,673,1285,1317,1663,1853,2108,2452,2454,2692,2848,2954,3529,3797,4386,4999,5131,5527,5740,5821,5922,6247,7468,7605,7725,8290,8363,8795,8912,9072,9429,10407,10460,10474,10524,10541,10789,11250,11555,11840,11964,12052,12243,12253,12331,12494,13159,13688,14005,14505,14842,15184,15335,15587,15931,16048,16239,16246,16383,16736,17572
264,338,554,729,1169,1447,1477,1929,1944,2323,2352,2484,2649,3036,4526,4563,4639,4650,4714,4743,5062,5354,5749,6138,6476,6834,6869,7068,7499,7720,7805,8651,8664,9172,9336,9516,9571,9608,9636,10251,10511,10576,11651,12023,12059,12153,12180,12453,12747,12963,13182,13818,13930,15204,15597,15942,15980,16040,16073,16083,16280,16324,16365,16533,16729,17485
325,343,690,898,997,1523,1619,1858,1860,2064,2525,2771,3009,3073,3130,3396,3570,3644,3768,4016,4328,4538,4774,5466,5582,5589,5973,6043,7574,8052,8104,8115,8595,8917,9173,9232,9312,9777,9808,10023,10599,10677,10828,11178,11260,11498,11588,11780,12054,12402,12677,12760,12999,13050,14188,14236,14297,15122,15556,15620,16038,16149,16171,16752,17376,17630
246,290,609,989,1269,1303,1567,1905,1971,2205,2764,2806,2818,3062,3085,3208,3516,3518,3653,3791,4017,4122,4140,4368,4411,4633,4849,5324,5460,5465,6085,6424,6513,6795,6798,7706,8013,8273,8521,9335,9355,9357,9672,9920,10356,10601,11045,11750,11851,12326,12511,12536,12774,13008,13242,13836,13845,14302,14961,14991,15543,15545,16590,16719,16806,17343
39,428,804,1041,1078,1103,1364,1528,1699,2008,2191,2740,3333,3496,3524,3652,3695,3825,3902,4737,4805,5623,5782,5833,5999,6081,6564,6944,7138,7526,7630,7792,8009,8194,8421,8533,8666,9746,10536,10708,10841,11026,11154,11894,12543,12598,12772,12829,12904,13095,13245,13287,13453,14060,14083,14543,14973,15299,15347,15436,15779,16132,16371,16604,17249,17423
83,232,562,604,703,981,1173,1605,2053,2365,2442,2751,3181,3726,3797,3945,4520,4673,4857,5318,5324,5404,5768,6213,6355,6381,6506,6786,7142,7760,8111,8491,8608,8700,8741,8906,9067,9127,9953,10051,10163,10431,10468,11097,11652,11663,12208,12726,12902,13068,13228,13238,13241,13434,14114,14241,14474,14690,14905,16032,16454,16706,16839,16888,17360,17571
2,721,1174,1243,1359,1983,2588,2902,3046,3108,3680,4048,4812,6112,6142,6305,6619,7255,7850,7964,8267,8273,8936,9017,9261,9451,9755,9880,10099,10116,10182,10255,10936,10980,11015,11423,11498,11619,11641,12051,12223,12358,12422,12742,13391,13416,13424,13638,14264,14385,14479,14732,14795,15219,15255,15394,15732,15758,15811,16364,16414,17079,17103,17139,17472,17526
106,488,562,1150,1553,1562,2055,2352,2372,2427,2561,2743,2799,2935,3477,3964,4231,4301,4731,5300,5333,5966,6312,6555,6601,6726,6804,6968,7506,7552,7690,8865,9545,9583,10009,10071,10360,10555,10766,10787,10931,11135,11358,11500,11686,12167,12368,12679,12813,12863,13675,13843,14404,14535,14567,14999,15352,15368,15439,15491,15693,15885,16144,16561,16604,17561
13,476,914,1249,1285,1374,1393,1823,2720,2958,2970,3069,3313,3477,3546,3732,3839,3946,4211,4341,4572,4679,4824,5728,5849,5987,6141,6174,6234,6235,7095,7262,7436,7489,7814,8093,8634,9064,10109,10212,10788,10933,11191,11521,11522,11627,11757,11948,12204,12524,12708,12733,13193,13520,13698,13783,14094,14547,15401,15607,15788,15911,16209,16252,16304,16857
170,453,502,802,858,997,1152,1169,1328,2048,2056,2072,2099,2188,2951,3028,3210,3265,3438,3608,3701,3847,4096,4707,5019,5175,5182,5606,5607,6176,7703,8996,9221,9314,9426,9577,10296,10522,10799,11226,11337,11571,11767,11816,12816,12934,13200,13437,13580,13797,14532,14641,14769,15134,15362,15787,15982,15988,16031,16631,16648,17203,17215,17340,17525,17549
15,301,621,671,713,870,1171,1503,1757,1999,3440,3453,3580,4089,4438,4481,4748,5035,5045,5131,5227,5592,5738,5759,6030,6226,6360,8383,8656,8754,8802,9141,9315,9526,9612,10508,10610,10765,10974,11041,11446,12010,12462,12882,12930,13648,13800,13954,14032,14275,14284,14484,14557,14954,15469,15571,15771,15774,16026,16161,16170,16218,16276,16838,16930,17248
236,291,436,523,1131,2042,2059,2128,2412,2445,2575,2812,2940,3001,3041,3178,3489,3859,4013,4570,4773,5481,5565,5775,6599,7618,7840,7910,8013,8058,8534,8633,9089,9430,9892,10198,10388,10710,10714,11290,11363,11866,12540,13024,13221,13651,13821,14324,14406,14686,14947,15076,15153,15299,15412,15517,15886,15904,15912,16480,16632,16921,16957,16980,17127,17553
28,593,877,1106,1801,1896,2498,2522,2874,3354,3600,3988,4072,4129,4279,4585,4812,5069,5297,5689,5789,6730,6751,6765,6774,7257,7854,7941,7968,8152,8713,8934,9821,10284,10306,10396,10881,11136,11151,11475,11660,11683,12370,12399,12402,13067,13119,13214,13306,13523,13542,13726,14418,15121,15232,15258,15980,15998,16256,16537,16755,16975,16999,17167,17402,17488
502,649,855,1065,1070,1106,1209,1252,1406,1730,1837,1841,2711,3057,3068,3101,3213,3242,3959,4331,4765,5272,5486,5489,6357,6565,6742,7567,7821,7950,7993,8557,8836,8868,8891,9362,9472,9523,9604,9689,9781,9862,10250,10807,10890,10956,11482,11513,12422,13222,13439,13712,13989,14547,14583,15131,15871,16170,16328,16358,16663,16806,16900,17112,17235,17529
441,483,1554,1578,2220,2419,2717,2745,3073,3309,3526,4009,4354,4878,4898,5220,5282,5285,5573,5733,5822,5832,5868,6241,6277,6569,7961,8510,8641,8730,8782,8956,9301,9363,9857,10281,10820,11654,12085,12176,12296,12751,12778,13085,13195,13323,13902,14021,14107,14451,14545,14569,14829,14974,15220,15437,16440,16449,16499,16692,16719,16808,16944,17165,17177,17521
62,196,483,567,885,893,1658,1843,2307,2374,3462,3563,3569,3891,4185,4987,5327,5625,5688,5782,5856,5958,5976,6189,6493,6494,7095,7905,8166,8441,9096,9256,9734,9820,10015,10058,10411,10604,10659,10765,11289,11489,11494,11636,11787,11795,12332,12711,12982,13152,13325,13433,13659,13679,14319,14573,14731,14955,15955,16382,16437,16468,16719,16853,16881,16952
173,253,350,446,565,685,789,919,1175,1351,1609,2414,2656,2861,2871,3038,3061,3291,3319,3441,4428,4908,5216,5771,5900,6176,6354,6518,6627,7107,7162,7230,7514,7529,7728,8538,8695,8919,9004,9030,9183,10059,10255,10643,10690,10849,11027,11268,11444,11586,11769,11984,14009,14012,14629,15018,15258,15347,15590,15701,15745,16214,16393,16554,16801,17109
31,193,659,672,1527,1715,1723,2398,2838,3563,3718,3951,4018,4106,4199,4482,4618,5100,5142,5293,6087,6297,6454,6520,6701,6727,6745,7358,7403,7407,8386,8410,8471,8530,8816,9211,9490,10116,10214,10369,11678,12059,12197,12280,12682,12816,13006,13967,14061,14091,14937,15010,15185,15586,15667,15740,15756,15878,16223,16419,16488,16547,16750,16872,17159,17462
193,425,928,944,1196,1800,1815,1944,2149,2574,2609,3708,3869,3877,4352,4476,5483,5981,6030,6664,6804,7052,7491,7499,7708,7815,7896,8188,8566,8679,8705,9851,9903,9980,10128,10308,10446,10462,10556,10742,11645,12005,12063,12834,13035,13191,13236,13252,13416,13446,13494,13629,13633,13770,14013,14748,14992,15931,16408,17070,17167,17183,17190,17247,17443,17532
491,592,906,991,1109,1484,1695,1702,1792,2151,2293,2382,2748,3077,4056,4624,4767,5017,5281,5680,6001,6705,6861,6972,7529,7949,8057,8412,8572,8738,9132,9265,9338,9583,9866,9888,10043,10389,10411,10619,11055,11148,11602,11644,11679,11817,11931,12501,13397,13579,14294,14659,14961,15133,15389,15657,15687,15778,15795,16180,16401,16412,16428,17301,17623,17627
43,733,934,1654,1991,2045,2060,2785,2982,3096,3098,3518,3672,3754,4094,4170,4593,5237,5261,5370,5756,6099,6523,6620,6689,6775,6821,7180,7661,7860,8235,8544,8578,8777,8956,10063,10260,10359,10608,10934,11349,11352,12093,12509,12580,12829,13561,13762,13817,14131,14176,14340,14413,14470,15110,15382,15668,15676,15718,16034,16061,16189,16294,16330,17289,17589
